alcohol,density,chlorides,volatile acidity,total sulfur dioxide,fixed acidity,quality
9.6,0.9967,0.036,0.23,182.0,7.6,6
10.6,0.9953,0.051,0.18,157.0,7.9,6
9.0,0.9963,0.045,0.43,115.0,6.2,4
10.5,0.992,0.036,0.35,56.0,8.8,4
12.8,0.991,0.033,0.3,156.0,7.8,6
10.1,0.9958,0.059,0.28,112.0,9.1,5
12.2,0.99,0.027,0.34,126.0,7.1,7
12.8,0.991,0.033,0.3,156.0,7.8,6
10.1,0.9958,0.059,0.28,112.0,9.1,5
10.1,0.9938,0.044,0.19,117.0,8.5,6
9.2,0.9996,0.046,0.18,158.0,7.6,5
9.9,0.9946,0.055,0.19,110.0,7.5,5
9.7,0.9974,0.055,0.3,188.0,7.4,6
9.9,0.9945,0.038,0.3,157.0,6.7,5
9.9,0.9946,0.041,0.3,159.0,6.6,5
9.7,0.9974,0.055,0.3,188.0,7.4,6
10.3,0.9957,0.063,0.22,168.0,6.9,6
10.3,0.9931,0.045,0.26,116.0,7.8,5
10.5,0.9947,0.048,0.17,108.0,8.5,4
10.5,0.9953,0.053,0.17,182.0,6.8,6
9.8,0.9931,0.05,0.27,74.0,6.2,6
10.6,0.9946,0.05,0.64,128.0,7.1,4
10.1,0.9978,0.046,0.18,168.0,6.4,5
9.0,0.9989,0.062,0.31,191.0,7.6,4
9.5,1.0004,0.046,0.31,119.0,9.8,5
11.5,0.9938,0.039,0.3,84.0,9.0,6
11.9,0.9934,0.039,0.24,108.0,8.4,7
10.1,0.9978,0.046,0.18,168.0,6.4,5
9.2,0.9956,0.045,0.25,209.0,6.4,6
8.7,0.9982,0.039,0.3,165.0,7.3,5
9.8,0.9948,0.042,0.31,147.0,9.3,5
9.2,0.9956,0.045,0.25,209.0,6.4,6
8.7,0.9982,0.039,0.3,165.0,7.3,5
11.2,0.9926,0.036,0.27,122.0,7.0,6
12.3,0.991,0.028,0.14,165.0,7.9,6
10.4,0.9945,0.042,0.12,161.0,6.4,6
10.7,0.9916,0.047,0.21,111.0,6.8,6
10.5,0.9953,0.043,0.16,63.0,8.6,6
9.4,0.9938,0.047,0.29,136.0,7.0,6
9.2,0.9956,0.046,0.27,206.0,6.4,6
11.9,0.9906,0.034,0.55,122.0,6.6,5
9.2,0.9956,0.046,0.27,206.0,6.4,6
9.9,0.9932,0.172,0.24,108.0,6.3,6
11.4,0.9914,0.167,0.33,94.0,6.7,6
9.4,0.9938,0.047,0.29,136.0,7.0,6
10.7,0.996,0.046,0.34,223.0,8.2,6
12.7,0.9906,0.034,0.39,77.0,5.6,5
13.5,0.98815,0.034,0.41,53.0,5.6,7
9.5,0.9942,0.048,0.41,137.0,6.7,5
12.9,0.9903,0.032,0.26,113.0,7.1,9
12.5,0.9906,0.031,0.32,109.0,7.5,6
9.5,0.9935,0.04,0.19,118.0,5.8,7
8.6,1.0024,0.057,0.27,235.0,6.9,5
10.0,0.9968,0.048,0.2,212.0,8.1,7
12.5,0.9906,0.031,0.32,109.0,7.5,6
10.1,0.9941,0.04,0.26,100.0,8.2,6
11.3,0.9919,0.027,0.26,87.0,7.8,7
10.6,0.9928,0.035,0.14,120.0,8.0,7
10.8,0.9958,0.035,0.29,131.0,8.0,5
10.7,0.9932,0.047,0.19,140.0,7.5,6
9.0,0.9957,0.045,0.34,206.0,6.9,6
9.2,0.9937,0.065,0.2,143.0,6.2,6
8.5,0.9982,0.045,0.37,243.0,6.4,6
11.3,0.9928,0.029,0.22,128.0,6.2,8
11.3,0.9919,0.027,0.26,87.0,7.8,7
9.4,0.9956,0.05,0.32,131.0,8.9,5
8.7,0.9957,0.045,0.44,169.0,6.5,6
9.4,0.9954,0.053,0.14,118.0,7.0,6
10.5,0.993,0.039,0.17,131.0,9.0,7
9.7,0.9954,0.037,0.26,161.0,6.4,6
10.2,0.9987,0.048,0.22,195.0,9.0,6
9.4,0.9956,0.05,0.32,131.0,8.9,5
11.5,0.9928,0.057,0.2,108.0,8.2,6
9.6,0.9951,0.047,0.15,98.0,7.8,6
11.4,0.993,0.053,0.25,121.0,6.9,5
11.5,0.9928,0.057,0.2,108.0,8.2,6
12.2,0.9926,0.041,0.28,111.0,7.1,8
11.0,0.9938,0.037,0.19,110.0,7.4,7
9.2,1.0001,0.048,0.25,228.0,8.3,6
10.2,0.9933,0.035,0.14,126.0,7.5,6
10.0,0.9952,0.043,0.49,149.0,7.8,5
9.7,0.9934,0.042,0.12,160.0,8.1,6
9.2,0.9988,0.239,0.47,220.0,7.6,5
10.5,0.993,0.042,0.22,105.0,7.9,5
10.0,0.9952,0.043,0.49,149.0,7.8,5
10.1,0.9948,0.054,0.22,151.0,6.4,6
9.1,0.9998,0.058,0.19,134.0,7.3,7
10.2,0.9971,0.049,0.3,144.0,8.1,7
9.1,0.9998,0.058,0.19,134.0,7.3,7
10.5,0.9962,0.048,0.24,149.0,7.5,7
10.1,0.9948,0.054,0.22,151.0,6.4,6
12.1,0.99,0.036,0.21,99.0,7.8,7
10.2,0.9942,0.045,0.3,100.0,7.1,5
9.4,0.9965,0.058,0.26,166.0,6.9,4
12.8,0.9912,0.044,0.31,131.0,7.6,7
9.0,0.9978,0.076,0.42,209.0,6.4,6
10.9,0.9928,0.044,0.29,118.0,8.2,4
8.8,1.0103,0.053,0.33,176.0,7.9,6
9.0,0.9956,0.052,0.46,184.0,6.6,5
10.2,0.9936,0.046,0.28,142.0,7.8,5
9.2,0.9929,0.048,0.15,98.0,5.8,5
11.3,0.9966,0.06,0.4,162.0,7.8,6
8.8,0.9964,0.05,0.31,220.0,6.6,5
9.3,0.996,0.049,0.325,217.0,6.6,5
9.4,0.9959,0.049,0.27,217.0,6.6,6
10.3,0.9954,0.047,0.26,191.0,6.7,6
10.8,0.9914,0.047,0.21,114.0,6.7,7
8.8,1.0103,0.053,0.33,176.0,7.9,6
9.0,1.0004,0.059,0.28,177.0,8.1,4
11.5,0.9911,0.036,0.13,114.0,6.5,8
10.8,0.9938,0.04,0.445,84.0,7.8,5
11.8,0.9927,0.055,0.39,128.0,8.8,6
10.5,0.9922,0.033,0.18,72.0,7.9,7
9.9,0.9924,0.036,0.31,124.0,7.1,6
9.8,0.9963,0.046,0.24,160.0,7.8,6
11.4,0.9936,0.028,0.35,87.0,7.0,7
9.3,0.9951,0.138,0.26,168.0,6.6,5
9.3,0.9951,0.137,0.27,163.0,6.6,5
10.3,0.9955,0.046,0.22,188.0,6.8,6
8.9,0.9961,0.047,0.27,224.0,6.2,5
11.4,0.9936,0.028,0.35,87.0,7.0,7
11.1,0.992,0.032,0.23,156.0,7.3,6
10.4,0.9944,0.045,0.3,170.0,6.2,6
10.1,0.9944,0.034,0.35,117.0,6.4,5
9.0,1.0008,0.054,0.32,197.0,7.6,5
11.9,0.9962,0.046,0.31,212.0,6.3,6
9.0,0.9986,0.055,0.25,205.0,7.2,7
9.0,0.9986,0.055,0.25,205.0,7.2,7
9.1,1.0,0.049,0.26,195.0,7.3,7
9.0,0.9986,0.055,0.25,205.0,7.2,7
10.0,0.9982,0.047,0.26,147.0,7.4,5
9.1,1.0,0.049,0.26,195.0,7.3,7
9.4,0.9949,0.041,0.25,216.0,6.7,3
11.4,0.9915,0.034,0.16,123.0,7.1,6
9.7,0.9951,0.05,0.43,175.0,9.0,4
9.0,0.9986,0.055,0.25,205.0,7.2,7
11.8,0.9927,0.04,0.24,213.0,7.0,6
10.2,0.9955,0.048,0.265,198.0,6.7,5
9.2,0.9952,0.06,0.12,150.0,7.7,6
11.0,0.9928,0.036,0.21,132.0,7.2,6
10.0,0.9982,0.041,0.32,190.0,8.5,6
12.2,0.9914,0.038,0.18,190.0,6.9,6
11.8,0.9927,0.04,0.24,213.0,7.0,6
11.6,0.9918,0.043,0.26,175.0,6.3,6
10.2,0.9944,0.043,0.26,121.0,6.7,6
10.3,0.9969,0.033,0.29,208.0,7.9,5
8.6,0.9955,0.046,0.27,114.0,6.5,4
9.6,0.9954,0.058,0.33,151.0,6.7,5
9.6,0.9955,0.057,0.31,148.0,6.7,5
11.3,0.9921,0.035,0.25,127.0,6.6,6
9.9,0.9934,0.038,0.24,157.0,6.4,6
9.6,0.9998,0.056,0.26,179.0,6.8,5
10.6,0.9946,0.051,0.61,161.0,7.0,4
9.8,0.9984,0.055,0.22,180.0,6.8,5
10.5,0.9924,0.032,0.31,67.0,8.1,5
10.8,0.9939,0.037,0.2,120.0,7.0,5
10.0,0.995,0.061,0.18,178.0,7.9,6
10.1,0.9957,0.059,0.34,136.0,6.6,6
9.4,0.9953,0.123,0.3,116.0,6.8,5
11.5,0.9912,0.04,0.18,148.0,6.5,8
10.8,0.9939,0.046,0.21,108.0,7.0,6
9.9,0.9921,0.044,0.27,142.0,6.8,6
9.0,0.9954,0.05,0.2,178.0,9.3,4
9.4,0.9933,0.043,0.23,69.0,5.8,6
10.8,0.9941,0.044,0.2,180.0,7.6,7
10.9,0.995,0.052,0.15,190.0,8.2,7
12.0,0.9977,0.041,0.4,148.0,7.5,6
11.5,0.9912,0.04,0.18,148.0,6.5,8
10.5,0.9945,0.056,0.13,122.0,7.0,6
9.3,0.9952,0.064,0.17,152.0,6.9,6
11.8,0.9924,0.034,0.3,97.0,7.0,6
10.0,0.9986,0.045,0.445,212.0,7.6,6
9.4,0.9953,0.123,0.3,116.0,6.8,5
11.4,0.9939,0.036,0.22,138.0,7.5,6
10.4,0.9929,0.031,0.23,99.0,9.2,6
9.5,0.9988,0.055,0.34,198.0,8.7,6
11.9,0.9906,0.031,0.545,111.0,6.6,5
11.1,0.9914,0.041,0.3,123.0,8.1,6
9.6,0.9978,0.057,0.16,185.0,6.9,6
12.0,0.9928,0.042,0.32,178.0,8.0,6
8.7,0.9948,0.052,0.22,104.0,6.1,5
9.6,0.9978,0.057,0.16,185.0,6.9,6
10.0,0.9946,0.054,0.15,101.0,7.5,5
11.4,0.9908,0.032,0.29,55.0,8.4,4
9.6,0.9954,0.061,0.37,150.0,6.6,6
12.9,0.9906,0.038,0.38,152.0,7.7,6
9.7,0.99705,0.039,0.25,142.0,6.3,6
9.3,0.9982,0.042,0.3,169.0,8.3,6
9.1,0.9932,0.133,0.22,136.0,6.6,5
8.6,0.9977,0.053,0.34,238.0,6.1,5
9.9,0.994,0.05,0.22,87.0,7.5,5
9.3,0.9982,0.042,0.3,169.0,8.3,6
10.9,0.9929,0.044,0.27,102.0,8.0,5
10.2,0.9924,0.056,0.17,135.0,6.1,6
9.7,0.9966,0.045,0.18,174.0,7.4,6
11.4,0.9921,0.046,0.16,153.0,6.7,7
9.5,0.9967,0.045,0.255,197.0,6.1,6
10.2,0.9934,0.049,0.23,141.0,7.4,7
11.1,0.9914,0.042,0.16,93.0,6.4,6
9.7,0.99705,0.039,0.25,142.0,6.3,6
9.3,0.9961,0.053,0.27,202.0,6.7,5
8.8,0.9967,0.056,0.29,215.0,6.9,5
10.6,0.9926,0.038,0.21,53.0,9.6,5
9.3,0.99605,0.046,0.62,224.0,6.6,5
10.2,0.99435,0.042,0.28,181.0,6.4,6
10.2,0.9948,0.044,0.3,124.0,8.0,6
11.0,0.9916,0.037,0.17,98.0,6.4,7
9.6,0.997,0.037,0.21,112.0,7.3,6
9.3,0.9961,0.053,0.27,202.0,6.7,5
8.8,0.9967,0.056,0.29,215.0,6.9,5
8.8,0.9961,0.054,0.32,209.0,6.6,5
8.9,0.9955,0.051,0.32,179.0,7.4,5
10.0,0.9922,0.048,0.37,144.0,6.6,5
12.2,0.9918,0.046,0.43,102.0,7.7,7
10.9,0.9955,0.059,0.39,181.0,7.8,6
9.5,0.9941,0.041,0.18,141.0,6.5,6
10.9,0.9955,0.059,0.4,178.0,7.8,6
10.9,0.9955,0.059,0.39,181.0,7.8,6
10.8,0.9924,0.054,0.19,99.0,6.9,6
12.0,0.9973,0.03,0.49,135.0,7.7,6
9.8,0.999,0.069,0.25,163.0,6.6,5
9.5,0.9941,0.041,0.18,141.0,6.5,6
11.0,0.9922,0.034,0.15,150.0,6.4,8
11.0,0.9922,0.034,0.15,150.0,6.4,8
9.8,0.9953,0.052,0.17,150.0,8.4,5
10.5,0.9945,0.051,0.32,200.0,6.1,4
11.4,0.9945,0.034,0.21,142.0,8.5,6
10.1,0.9957,0.067,0.45,100.0,8.7,6
11.6,0.9932,0.038,0.24,127.0,6.7,7
11.4,0.9945,0.034,0.21,142.0,8.5,6
11.8,0.9913,0.04,0.33,115.0,7.4,7
12.1,0.9909,0.033,0.26,158.0,7.2,7
12.0,0.9939,0.035,0.36,122.0,8.2,5
12.1,0.991,0.026,0.2,189.0,7.8,7
9.1,0.9954,0.042,0.16,176.0,9.4,5
9.3,0.9943,0.054,0.33,117.0,6.4,5
10.4,0.993,0.056,0.22,153.0,7.8,6
9.1,1.0002,0.062,0.35,187.0,7.4,5
9.4,0.9946,0.064,0.37,120.0,6.6,5
9.6,0.9953,0.061,0.37,149.0,6.7,6
12.0,0.9918,0.037,0.37,126.0,7.1,5
11.3,0.9936,0.039,0.25,128.0,6.9,8
8.7,0.9984,0.073,0.23,173.0,6.8,6
9.9,0.9956,0.04,0.26,162.0,6.4,6
9.3,0.9966,0.049,0.3,191.0,7.6,6
9.5,0.9942,0.042,0.16,67.0,9.4,5
8.7,0.9984,0.073,0.23,173.0,6.8,6
9.9,0.9956,0.04,0.26,162.0,6.4,6
9.3,0.9966,0.049,0.3,191.0,7.6,6
9.4,0.9974,0.065,0.33,119.0,7.5,5
9.4,0.9944,0.046,0.38,116.0,7.6,5
8.8,1.0008,0.053,0.2,184.0,8.8,6
9.4,0.9974,0.065,0.33,119.0,7.5,5
8.8,1.0008,0.053,0.2,184.0,8.8,6
9.9,0.9928,0.049,0.36,184.0,6.6,6
9.4,0.9944,0.046,0.38,116.0,7.6,5
12.6,0.9908,0.042,0.46,72.0,5.6,6
11.1,0.9917,0.038,0.15,110.0,7.2,6
12.8,0.9911,0.03,0.42,100.0,8.2,7
12.0,0.9912,0.038,0.3,164.0,6.8,6
12.0,0.9953,0.029,0.27,131.0,6.7,7
9.2,0.9932,0.034,0.5,114.0,7.2,4
12.3,0.9896,0.032,0.26,96.0,6.0,6
13.0,0.9889,0.032,0.33,131.0,6.8,6
12.0,0.9912,0.038,0.3,164.0,6.8,6
10.9,0.9926,0.035,0.29,110.0,7.4,5
12.8,0.9911,0.03,0.42,100.0,8.2,7
10.0,0.9964,0.054,0.19,231.0,7.3,6
9.0,0.9974,0.033,0.32,165.0,6.5,5
10.4,0.9944,0.034,0.32,84.0,7.1,5
9.0,0.9974,0.033,0.32,165.0,6.5,5
10.0,0.9964,0.054,0.19,231.0,7.3,6
10.0,0.9963,0.051,0.17,240.0,7.3,6
11.3,0.9948,0.031,0.44,167.0,7.7,7
11.3,0.9948,0.031,0.44,167.0,7.7,7
12.0,0.9953,0.03,0.49,153.0,7.4,7
11.3,0.9948,0.031,0.44,167.0,7.7,7
12.0,0.9953,0.03,0.49,153.0,7.4,7
10.6,0.9949,0.044,0.21,160.0,6.4,6
9.3,0.9988,0.211,0.55,213.0,8.0,5
9.4,0.9954,0.123,0.19,104.0,7.0,6
11.0,0.992,0.037,0.24,102.0,7.2,7
9.3,0.9984,0.052,0.34,247.0,6.5,6
9.4,0.9954,0.123,0.19,104.0,7.0,6
10.5,0.9926,0.054,0.18,164.0,6.9,5
11.0,0.992,0.037,0.24,102.0,7.2,7
9.5,0.9976,0.039,0.18,249.0,8.2,6
11.2,0.9972,0.059,0.28,139.0,8.3,6
12.3,0.991,0.029,0.34,94.0,6.1,6
9.0,0.998,0.049,0.44,157.0,7.4,5
9.0,0.9966,0.041,0.26,180.0,7.6,5
9.0,0.998,0.049,0.44,157.0,7.4,5
9.0,1.0007,0.052,0.49,243.0,8.7,5
11.4,0.992,0.042,0.24,189.0,7.0,6
11.0,0.9925,0.046,0.25,181.0,7.1,7
12.3,0.991,0.029,0.34,94.0,6.1,6
10.4,0.9934,0.049,0.18,127.0,6.4,7
10.3,0.9955,0.058,0.27,107.0,8.3,5
10.5,0.9944,0.048,0.24,172.0,6.8,7
9.8,0.9981,0.053,0.22,197.0,8.0,6
10.0,0.9968,0.056,0.91,181.0,10.0,4
9.7,0.9946,0.056,0.34,176.0,8.9,5
9.7,0.9946,0.056,0.33,171.0,8.9,5
9.8,0.9981,0.053,0.22,197.0,8.0,6
10.5,0.9946,0.046,0.18,161.0,6.7,6
10.0,0.997,0.054,0.2,186.0,7.8,6
11.5,0.9924,0.054,0.13,104.0,7.3,7
9.5,0.9958,0.049,0.28,202.0,6.6,5
10.5,0.994,0.042,0.25,122.0,7.1,6
10.2,0.9958,0.255,0.36,142.0,7.6,6
9.8,0.9984,0.05,0.27,199.0,7.6,6
11.6,0.9948,0.031,0.37,137.0,6.9,6
11.8,0.9932,0.031,0.21,144.0,7.4,7
10.1,0.9952,0.035,0.18,140.0,8.2,7
10.3,0.9924,0.049,0.19,163.0,6.3,6
10.4,0.9945,0.048,0.21,168.0,7.0,6
8.9,0.9976,0.047,0.33,166.0,5.8,5
8.9,0.9976,0.047,0.33,166.0,5.8,5
10.8,0.9938,0.034,0.29,154.0,7.9,5
9.2,0.9997,0.058,0.31,165.0,6.6,5
9.6,0.994,0.053,0.19,140.0,8.0,6
10.4,0.9921,0.032,0.2,78.0,8.0,6
8.7,0.9986,0.043,0.25,248.0,8.0,6
9.2,0.9987,0.043,0.2,103.0,7.2,6
9.2,0.9991,0.045,0.3,213.0,7.7,5
9.2,0.9987,0.043,0.2,103.0,7.2,6
9.2,0.9991,0.045,0.3,213.0,7.7,5
9.2,0.9991,0.045,0.3,213.0,7.7,5
10.2,0.9948,0.029,0.22,124.0,6.4,5
9.2,0.9987,0.043,0.2,103.0,7.2,6
9.0,0.993,0.036,0.53,107.0,7.0,5
9.7,0.9988,0.05,0.24,178.0,7.3,5
9.6,1.0,0.049,0.24,185.0,7.2,5
10.0,0.9932,0.036,0.15,112.0,7.6,5
9.2,0.9991,0.045,0.3,213.0,7.7,5
9.1,0.9989,0.045,0.33,197.0,7.6,5
8.7,1.0,0.046,0.24,142.0,6.8,5
8.7,1.0,0.046,0.24,142.0,6.8,5
9.5,0.9952,0.056,0.35,161.0,6.8,5
9.5,0.9969,0.039,0.26,212.0,7.9,6
8.9,0.9966,0.037,0.29,166.0,7.5,6
8.9,0.9966,0.037,0.29,166.0,7.5,6
9.9,0.9976,0.053,0.31,89.0,7.2,6
12.6,0.99,0.03,0.44,104.0,6.7,7
9.7,0.9988,0.033,0.23,166.0,10.0,6
10.4,0.9942,0.039,0.21,118.0,7.4,5
9.1,0.9984,0.04,0.23,183.0,8.8,6
10.4,0.9932,0.04,0.34,106.0,7.8,5
9.5,0.9969,0.039,0.26,212.0,7.9,6
8.9,0.9966,0.037,0.29,166.0,7.5,6
10.6,0.9933,0.037,0.28,120.0,6.0,5
12.0,0.9916,0.029,0.37,158.0,7.9,7
12.5,0.9914,0.038,0.36,98.0,7.2,7
9.6,0.9966,0.062,0.13,126.0,7.6,5
9.2,0.9958,0.045,0.25,180.0,6.6,5
9.9,0.9926,0.041,0.18,71.0,7.1,6
11.7,0.9939,0.036,0.3,112.0,7.9,6
9.6,0.9953,0.049,0.23,153.0,8.3,6
12.0,0.9906,0.033,0.43,135.0,6.8,6
12.5,0.9914,0.038,0.36,98.0,7.2,7
9.2,0.9958,0.045,0.25,180.0,6.6,5
9.9,0.9926,0.041,0.18,71.0,7.1,6
8.9,0.9991,0.044,0.35,177.0,6.6,6
9.0,0.9994,0.049,0.22,189.0,7.3,6
10.2,0.9976,0.052,0.26,158.0,8.1,7
9.6,0.9966,0.062,0.13,126.0,7.6,5
9.4,0.9953,0.055,0.12,127.0,7.0,5
10.4,0.9923,0.028,0.37,59.0,8.2,5
10.4,0.993,0.032,0.26,106.0,7.6,4
10.0,0.9931,0.204,0.2,97.0,6.3,6
10.0,0.9932,0.208,0.22,96.0,6.3,6
10.5,0.9926,0.052,0.25,169.0,7.1,5
11.4,0.9938,0.047,0.27,193.0,7.0,6
10.2,0.9966,0.036,0.34,172.0,8.8,5
10.4,0.9974,0.043,0.27,228.0,9.2,6
11.0,0.9924,0.047,0.49,307.5,7.1,3
10.1,0.9948,0.042,0.71,93.0,9.2,6
9.2,0.9964,0.083,0.47,182.0,7.2,5
10.3,0.9924,0.04,0.28,87.0,6.8,6
10.2,0.9966,0.036,0.34,172.0,8.8,5
10.4,0.9974,0.043,0.27,228.0,9.2,6
11.1,0.9938,0.08,0.13,172.0,7.3,7
9.9,0.9928,0.031,0.16,84.0,7.2,5
9.0,0.9959,0.052,0.31,143.0,6.8,5
8.6,1.0001,0.052,0.36,256.0,8.3,5
9.0,0.9959,0.052,0.31,143.0,6.8,5
8.6,1.0001,0.052,0.36,256.0,8.3,5
9.5,0.9968,0.041,0.25,195.0,6.3,5
9.0,0.9932,0.051,0.45,197.0,6.0,5
10.0,0.9954,0.049,0.26,152.0,8.1,6
9.0,0.9992,0.066,0.22,158.0,6.4,6
9.0,0.9932,0.051,0.45,197.0,5.7,5
10.2,0.9939,0.046,0.19,135.0,7.2,7
9.6,0.9952,0.054,0.31,160.0,6.7,5
9.7,0.9996,0.036,0.25,219.0,8.0,5
10.2,0.9966,0.046,1.005,185.0,9.9,4
13.0,0.9925,0.028,0.31,142.0,8.1,7
10.8,0.996,0.044,0.24,172.0,8.1,6
9.7,0.9996,0.036,0.25,219.0,8.0,5
9.0,0.9973,0.063,0.29,169.0,6.4,5
9.9,0.9937,0.027,0.15,63.0,7.2,5
9.2,0.9966,0.058,0.12,89.0,7.0,6
8.7,1.0017,0.056,0.32,238.0,7.4,6
10.1,0.993,0.024,0.17,91.0,8.5,5
10.1,0.993,0.024,0.17,91.0,8.5,5
9.5,0.9959,0.039,0.21,123.0,9.5,5
9.9,0.9958,0.041,0.21,99.0,8.2,5
8.7,1.0017,0.056,0.32,238.0,7.4,6
9.0,0.9958,0.046,0.31,173.0,6.8,5
8.6,0.9979,0.076,0.27,163.0,6.8,6
10.5,0.9941,0.047,0.21,114.0,7.4,6
9.5,0.997,0.044,0.23,186.0,8.0,7
10.1,0.9934,0.047,0.2,142.0,7.6,6
11.7,0.9927,0.03,0.41,164.0,6.3,7
10.7,0.9944,0.036,0.49,116.0,8.3,6
11.7,0.9927,0.03,0.41,164.0,6.3,7
9.2,0.9963,0.086,0.2,133.0,7.6,5
8.8,1.0011,0.084,0.26,139.0,7.5,5
8.8,1.0011,0.084,0.26,139.0,7.5,5
9.5,0.9959,0.048,0.27,197.0,6.8,6
10.2,0.9973,0.057,0.28,208.0,6.8,5
9.1,0.9966,0.048,0.2,143.0,8.4,6
10.5,0.9932,0.044,0.33,103.0,7.9,6
9.0,0.9984,0.042,0.38,184.0,7.5,6
8.9,0.999,0.056,0.2,212.5,7.6,8
8.9,0.999,0.056,0.2,212.5,7.6,8
8.9,0.999,0.056,0.2,212.5,7.6,8
8.9,0.999,0.056,0.2,212.5,7.6,8
8.9,0.999,0.056,0.2,212.5,7.6,8
9.1,1.0006,0.049,0.19,181.0,8.1,6
10.1,0.9937,0.047,0.16,151.0,7.6,6
10.0,0.9954,0.043,0.22,176.0,8.1,5
9.5,0.997,0.043,0.22,201.0,8.0,6
12.3,0.9912,0.034,0.33,102.0,7.1,7
9.1,0.9939,0.054,0.43,110.0,6.4,4
8.9,0.999,0.056,0.2,212.5,7.6,8
9.6,0.9957,0.057,0.12,103.0,7.0,5
11.6,0.9926,0.053,0.3,180.0,7.4,6
8.8,0.9994,0.043,0.28,168.0,7.0,6
8.9,1.0004,0.055,0.2,170.0,8.4,6
8.8,0.9994,0.043,0.28,168.0,7.0,6
8.9,1.0004,0.055,0.2,170.0,8.4,6
8.9,1.0004,0.055,0.2,170.0,8.4,6
9.0,1.0002,0.055,0.18,197.0,7.3,6
10.0,0.9922,0.04,0.31,145.0,6.8,5
10.0,0.9922,0.038,0.31,147.0,6.7,5
11.1,0.9934,0.047,0.17,154.0,7.6,6
11.6,0.9926,0.053,0.3,180.0,7.4,6
10.6,0.9941,0.043,0.26,178.0,7.4,6
8.8,0.9994,0.043,0.28,168.0,7.0,6
8.9,1.0004,0.055,0.2,170.0,8.4,6
10.1,0.9924,0.038,0.18,84.0,5.6,6
10.0,0.9948,0.043,0.15,159.0,7.2,5
12.2,0.9935,0.034,0.4,98.0,8.0,7
11.0,0.9918,0.035,0.25,95.0,7.0,6
10.0,0.9948,0.043,0.15,159.0,7.2,5
11.1,0.9924,0.064,0.18,160.0,6.8,5
10.4,0.9979,0.046,0.32,133.0,6.6,6
11.8,0.993,0.026,0.55,71.0,9.0,5
10.8,0.994,0.028,0.19,84.0,6.9,6
12.5,0.991,0.023,0.41,110.0,6.3,7
11.8,0.993,0.026,0.55,71.0,9.0,5
11.6,0.9922,0.049,0.2,136.0,7.0,7
10.4,0.9979,0.046,0.32,133.0,6.6,6
11.5,0.9937,0.05,0.26,163.0,7.7,6
10.1,0.9928,0.051,0.21,142.0,6.3,6
9.2,0.9965,0.04,0.34,215.0,7.6,6
10.1,0.9928,0.051,0.21,142.0,6.3,6
9.2,0.9991,0.168,0.43,190.0,8.0,5
8.9,0.9948,0.16,0.3,149.0,7.5,5
10.1,0.9925,0.179,0.26,60.0,6.4,5
8.9,0.9958,0.046,0.32,180.0,6.9,5
9.7,0.9962,0.037,0.21,150.0,8.9,6
9.2,0.9965,0.04,0.34,215.0,7.6,6
11.0,0.9951,0.034,0.42,145.0,9.5,6
10.7,0.9944,0.042,0.29,160.0,7.6,5
10.8,0.9916,0.024,0.25,101.0,6.5,6
9.8,0.9987,0.049,0.23,183.0,7.2,5
11.0,0.9928,0.038,0.35,124.0,7.9,5
10.4,0.9926,0.018,0.2,72.0,8.8,5
10.2,0.9934,0.046,0.27,155.0,5.7,6
10.7,0.9944,0.042,0.29,160.0,7.6,5
9.0,0.9949,0.029,0.14,104.0,5.5,5
10.6,0.9926,0.042,0.24,71.0,8.7,5
9.5,0.997,0.032,0.3,212.0,6.7,6
9.0,0.9949,0.029,0.14,104.0,5.5,5
9.2,0.9948,0.028,0.13,104.0,5.6,6
11.0,0.992,0.03,0.18,107.0,7.4,6
9.9,0.9964,0.034,0.385,115.0,5.7,6
10.6,0.9926,0.042,0.24,71.0,8.7,5
9.3,0.9982,0.046,0.33,126.0,8.3,5
9.6,0.9955,0.052,0.34,156.0,6.8,5
9.5,0.9955,0.05,0.33,155.0,6.8,5
9.7,0.9958,0.031,0.28,172.0,6.3,7
9.7,0.9997,0.034,0.23,123.0,11.8,3
8.7,1.0001,0.042,0.21,146.0,6.8,5
8.7,1.0001,0.042,0.21,146.0,6.8,5
12.4,0.9918,0.026,0.485,101.0,8.6,5
12.4,0.9918,0.026,0.485,101.0,8.6,5
10.6,0.9931,0.029,0.29,155.0,7.3,6
8.7,1.0001,0.042,0.21,146.0,6.8,5
12.0,0.9926,0.031,0.31,151.0,6.7,7
9.0,0.9966,0.044,0.29,227.0,7.3,5
8.8,0.9932,0.04,0.46,169.0,5.7,5
9.5,0.9969,0.04,0.28,223.0,6.8,5
10.8,0.9925,0.036,0.23,96.0,6.7,6
11.4,0.9914,0.047,0.17,132.0,6.9,5
10.3,0.996,0.049,0.18,123.0,7.6,5
9.5,0.9952,0.042,0.22,180.0,6.6,6
9.9,0.9934,0.05,0.27,127.0,7.8,5
10.2,0.9939,0.051,0.28,142.0,7.7,5
10.2,0.9939,0.051,0.29,146.0,7.6,5
11.0,0.9906,0.029,0.32,104.0,5.7,6
12.1,0.9901,0.03,0.33,126.0,7.1,7
9.1,0.9948,0.057,0.34,173.0,7.3,6
9.5,0.995,0.04,0.19,140.0,6.5,6
9.5,0.9953,0.043,0.23,164.0,6.6,5
9.8,0.9953,0.045,0.27,189.0,6.6,5
9.5,0.9952,0.042,0.22,180.0,6.6,6
